Date;THigh;TAvg;TLow;DHigh;DAvg;DLow;HHigh;HAvg;HLow;WHigh;WAvg;WLow;PHigh;PLow;Sum
21/08/2021;29,9;25,5;19,8;17,7;16,1;14,3;74;57;46;11,3;1,6;0;1016,93;1014,56;0
22/08/2021;30,3;25,1;20,6;19,4;17,3;16,1;81;63;45;8;1,1;0;1015,58;1011,51;0
23/08/2021;26,7;21,8;18,6;18,9;17,3;14,4;94;77;55;16,1;3,2;0;1014,56;1010,5;0
24/08/2021;26,9;21,9;17,8;17,1;14,8;12,9;87;66;44;16,1;1,7;0;1014,9;1012,19;0
25/08/2021;26,1;21,6;18,6;15,7;14,3;13,3;80;64;48;11,3;1,6;0;1014,9;1011,18;0
26/08/2021;27,9;22,7;17,2;15,9;14,4;12,8;77;61;42;12,9;1,7;0;1011,85;1003,73;0
27/08/2021;21,3;18,9;16,9;16,1;14,8;12,8;89;78;67;19,3;4;0;1011,18;1004,06;0
28/08/2021;23,9;18,8;15,4;14,1;12,5;11;90;68;46;12,9;1,7;0;1011,85;1009,14;0,25
29/08/2021;25,6;19,8;14,7;12,3;10,8;9,3;76;58;37;9,7;1,6;0;1011,85;1008,47;0
30/08/2021;26,3;20,7;16,3;14,6;11,9;9,7;75;58;38;9,7;1,4;0;1012,53;1009,14;0
31/08/2021;25,7;19,7;16,6;15,7;14,5;12,8;87;73;45;14,5;1,4;0;1016,93;1012,87;10,92
01/09/2021;26,4;21,4;16,2;15,4;13,9;12,4;82;64;45;9,7;1,1;0;1019,98;1017,27;0
02/09/2021;25,9;21,6;17,9;15,2;14;12,7;80;63;47;12,9;1,8;0;1022,35;1018,63;0
03/09/2021;25,8;21,2;17,5;13,7;12,6;10,9;70;59;45;8;1,3;0;1020,66;1014,22;0
04/09/2021;26,8;21,9;18,4;15,3;13,6;11,9;74;60;45;8;1,1;0;1015,24;1012,19;0
05/09/2021;27,4;22,4;18,3;15,2;14;12,7;73;60;46;19,3;1,1;0;1018,63;1014,56;0
06/09/2021;26,4;22,4;17,7;15,3;13,2;11,4;83;57;43;11,3;1,6;0;1021,33;1018,63;0,25
07/09/2021;26,9;22,7;19,6;15,4;12,3;9,7;67;52;40;8;1;0;1021,67;1017,61;0
08/09/2021;26,6;22,1;18,9;13,1;11,3;9,7;62;51;37;12,9;1,4;0;1019,3;1015,58;0
09/09/2021;26,1;21,7;18,4;14;11,3;9,6;73;53;38;12,9;1,3;0;1016,93;1013,55;0
10/09/2021;26,2;22,1;19,4;14,4;12,4;10,6;66;55;42;9,7;1,4;0;1015,58;1014,22;0
11/09/2021;27,2;22,4;18,2;15,8;13,8;12,6;74;59;44;12,9;0,8;0;1015,58;1012,87;0
12/09/2021;27,9;23,2;19,2;16;13,6;9,9;73;56;33;8;1,2;0;1015,24;1012,19;0
13/09/2021;29,1;24;18,7;14,6;13,1;11,7;67;52;37;9,7;0,9;0;1015,58;1012,87;0
14/09/2021;25,9;22,4;17,6;18,1;15,9;13,7;79;67;58;8;1,1;0;1016,26;1014,22;0
15/09/2021;25,4;21,1;18,7;18,9;17,4;15,9;91;80;63;9,7;1;0;1016,26;1013,21;0,51
16/09/2021;23;19,9;16,4;19,5;18;16,1;99;89;76;12,9;1,7;0;1014,22;1010,84;39,62
17/09/2021;25,8;19,9;15,7;17,9;16,5;15,2;99;82;57;6,4;0,8;0;1011,51;1007,79;0
18/09/2021;24,7;20,2;18,1;18,4;17,2;16,2;94;84;67;9,7;0,7;0;1011,85;1009,14;1,52
19/09/2021;19,9;16,8;12,2;17,7;14,5;9;97;87;69;38,6;6;0;1010,5;1006,43;25,91
20/09/2021;21,6;16,3;11,3;14,4;11,2;8,4;93;73;52;12,9;1,4;0;1017,61;1008,81;2,29
21/09/2021;21,8;16,9;13,9;13,6;12,2;11;93;75;55;9,7;1;0;1023,37;1017,61;0
22/09/2021;22,1;17,8;14,3;14,3;13;11,5;86;74;60;8;0,9;0;1023,37;1018,96;0
23/09/2021;21,1;17,3;14,1;14,1;12,4;11,4;87;74;59;6,4;0,5;0;1022,69;1018,29;0
24/09/2021;23,8;18,5;13,6;15;13,2;10,8;87;72;55;9,7;0,9;0;1018,63;1015,24;0
25/09/2021;23,3;19,2;16,1;16,8;15,1;13,2;85;78;64;8;0,8;0;1020,32;1017,95;0
26/09/2021;19,6;17,6;15,6;17,6;16,2;15,2;98;92;80;12,9;1,1;0;1019,98;1015,92;28,96
27/09/2021;23,3;17,8;14,6;17,3;15,8;14,4;99;89;68;8;0,4;0;1017,61;1015,24;0,25
28/09/2021;24,7;19,4;14,9;17,1;15,9;14,3;98;82;59;9,7;0,7;0;1019,3;1016,59;0,25
29/09/2021;24,7;19,6;14,8;16,2;14,6;13,3;94;74;52;16,1;1,8;0;1016,93;1014,9;20,32
30/09/2021;22;18,1;15,2;14,6;12,4;7,6;86;70;51;8;1;0;1023,37;1016,59;0
01/10/2021;21,8;17,1;13,9;12,9;11,6;10,1;86;71;51;11,3;1,3;0;1024,04;1018,96;0
02/10/2021;21;17,3;14,8;13,7;12,5;11,6;85;74;60;8;0,8;0;1018,96;1016,26;0
03/10/2021;18,2;16;14,1;15,4;14,2;12;97;90;73;16,1;4,1;0;1016,93;1014,9;4,32
04/10/2021;17,9;16,7;14,8;16,1;15,2;14,3;98;91;82;17,7;4,4;0;1016,59;1011,18;61,72
05/10/2021;17,8;15,4;13,8;16,2;14,4;13,2;98;94;79;29;4,2;0;1011,85;1009,48;15,24
06/10/2021;15,7;12,9;9,9;13,6;10,6;2,3;100;87;45;30,6;3,1;0;1014,56;1010,16;28,45
07/10/2021;19,8;14,5;9,6;10;6,4;1,2;73;59;43;8;1,3;0;1017,95;1014,22;0
08/10/2021;19,1;14,2;10,9;10,7;9,1;8,1;88;72;52;9,7;1,2;0;1022,01;1017,27;0
09/10/2021;15,4;13,4;11,6;10,6;8,4;6,5;85;73;57;8;0,5;0;1023,37;1021;0
10/10/2021;16,3;12,1;9;8,2;6,5;5,4;83;70;52;11,3;0,8;0;1023,03;1017,61;0
11/10/2021;17,7;12,5;8,6;8,3;6,5;5,1;82;68;48;6,4;0,7;0;1019,64;1016,93;0
12/10/2021;16,7;13,1;10,6;8,9;7,4;5,5;81;69;58;9,7;1;0;1017,95;1012,53;0
13/10/2021;16,7;12,3;9,4;10,2;8;6,8;89;76;58;11,3;1,9;0;1021,33;1013,21;0
14/10/2021;15,3;11,3;8,9;7,4;6,2;4,6;87;72;54;9,7;0,7;0;1024,04;1021,33;0
15/10/2021;15,9;11,4;8,3;7,7;6,4;5,1;85;72;57;6,4;0,6;0;1022,01;1014,56;0
16/10/2021;17,7;12,7;8,9;9,9;7,7;6,6;89;73;53;8;0,8;0;1018,96;1015,92;0
17/10/2021;17,6;13;9,8;9;7,2;6,5;84;69;50;8;0,9;0;1021;1017,95;0
18/10/2021;17,9;13;9,3;9,9;8,2;6,4;84;74;57;6,4;0,4;0;1026,41;1020,66;0
19/10/2021;17,2;13,6;10,2;11,4;9,9;8,2;88;79;68;8;0,6;0;1027,77;1025,4;0
20/10/2021;18,3;14,1;11,7;12,9;11,2;9,5;91;83;63;9,7;0,8;0;1026,08;1019,64;0
21/10/2021;14,4;12,9;11,7;13,3;12,2;11,2;98;95;84;9,7;0,9;0;1019,64;1012,53;4,32
22/10/2021;18,2;13,5;10,1;13,6;11,3;9,8;99;87;63;6,4;0,5;0;1018,96;1013,88;0,51
23/10/2021;17,3;13,1;10,7;12,2;10,8;9,3;95;86;71;6,4;0,4;0;1026,75;1018,96;0
24/10/2021;15,8;12,1;9,2;10,9;8,3;6,4;91;79;55;6,4;0,7;0;1029,46;1026,08;0
25/10/2021;12,7;10,1;8,2;7,7;6,8;4,9;87;80;71;3,2;0,2;0;1026,75;1022,69;0
26/10/2021;15,4;10,6;6,4;9;7,1;5,2;93;80;60;6,4;0,6;0;1025,4;1020,66;0
27/10/2021;17,1;12,4;8,3;9,3;7,1;5,8;91;71;52;6,4;0,9;0;1027,09;1024,72;0
28/10/2021;16;11,8;8,7;8,6;7,1;5,5;84;73;60;8;0,5;0;1025,4;1021;0
29/10/2021;15,8;11,9;9,3;8,8;7,3;6,2;83;74;59;6,4;0,7;0;1021;1017,27;0
30/10/2021;11,6;10,7;9,8;9,3;7,9;6,4;96;83;74;6,4;0,6;0;1021;1017,61;0,51
31/10/2021;11,8;10,5;9,4;10,2;9;7,7;96;91;85;8;0,5;0;1021;1014,9;0,51
01/11/2021;10,4;9,3;6,5;9,3;8,7;5,9;98;96;89;14,5;1,1;0;1014,9;1000;35,56
02/11/2021;14,9;9,6;5,3;10,5;7,4;4,8;98;87;59;9,7;1,4;0;1006,1;999,66;0,25
03/11/2021;11;9,6;7,8;9,2;8,1;7;98;91;78;19,3;3,8;0;1005,76;996,28;39,12
04/11/2021;14,1;9,2;6;7,8;6,2;4,3;98;83;56;17,7;2,9;0;1014,22;996,28;10,92
05/11/2021;13,8;9,1;5,2;4,8;2,7;-0,2;84;65;47;6,4;0,8;0;1024,72;1014,22;0
06/11/2021;13,6;8,8;5,1;3,3;1,1;-1,3;78;59;44;12,9;1,9;0;1027,77;1024,72;0
07/11/2021;13,6;9;5,8;3,5;2;0,1;83;63;44;8;0,9;0;1025,06;1016,59;0
08/11/2021;9,3;7,7;4,4;7;4,8;1,4;92;82;61;17,7;2,1;0;1022,01;1013,55;0
09/11/2021;11,5;9;5,7;7;5,8;3,6;95;81;70;14,5;1,8;0;1029,8;1021,67;0
10/11/2021;12,2;10,4;8,5;8,2;6,8;4,6;87;79;68;8;1;0;1029,8;1025,06;0
11/11/2021;14,1;11,8;9,4;10,7;8,5;6,1;97;81;66;12,9;0,8;0;1026,75;1020,32;0
12/11/2021;15,9;12;9,7;10,1;9;7,5;96;82;66;8;0,6;0;1020,32;1017,95;0
13/11/2021;13,6;10,6;8,8;10,3;8,8;7,3;98;89;79;8;0,7;0;1018,96;1014,22;21,08
14/11/2021;9,8;9;8,3;9,1;8,4;7,6;98;96;89;12,9;2;0;1018,96;1012,87;28,7
15/11/2021;10,9;9,7;7,9;10,1;8,5;7,2;97;92;84;9,7;1,4;0;1022,01;1017,61;2,03
16/11/2021;11,9;9,4;7,3;8,7;7,4;6,1;97;88;76;6,4;0,2;0;1021,67;1018,96;2,29
17/11/2021;11,4;9,2;7,3;10;8,4;6,8;98;95;89;8;0,4;0;1022,35;1017,95;0,51
18/11/2021;14,7;10,6;7,9;10,8;9,2;7,4;98;91;76;3,2;0,2;0;1028,78;1022,35;0,25
19/11/2021;11,8;9,1;6,8;9,7;8,3;6,4;99;95;84;4,8;0,3;0;1030,14;1027,77;0
20/11/2021;9,7;5,9;2,8;8,1;5,5;2,5;99;97;86;3,2;0,2;0;1028,11;1019,64;0,25
21/11/2021;9,2;5,6;1,8;8;5,3;1,6;99;98;91;8;0,6;0;1019,3;1011,18;1,02
22/11/2021;8,6;7,1;5,1;8,4;6,9;4,9;99;99;99;4,8;0,2;0;1017,95;1011,18;11,68
23/11/2021;10,9;8,6;5,4;8,5;6,7;3,4;99;88;70;9,7;0,8;0;1024,72;1017,95;0,51
24/11/2021;10,5;6,9;4,4;6,6;4,6;3;96;86;71;6,4;0,1;0;1024,72;1017,95;0,25
25/11/2021;6,4;5,1;4,3;4,6;4;2,4;98;93;76;8;0,2;0;1017,95;1006,1;9,65
26/11/2021;7,4;5,7;4,4;6,7;4,9;4,1;99;95;82;4,8;0,6;0;1006,1;992,89;0,25
27/11/2021;9;6,7;5,2;6,6;5,7;4,5;98;93;83;17,7;1,5;0;993,91;991,53;0
28/11/2021;5,2;3,1;1,4;4,6;1,3;-5,7;97;89;48;20,9;3,5;0;994,58;991,53;8,89
29/11/2021;8,1;4,7;1,8;0,5;-5,4;-11,4;75;52;28;27,4;7,3;0;1012,53;994,58;0
30/11/2021;8,6;5,6;3,1;-2,7;-7,3;-10,8;59;40;27;25,7;5,2;0;1018,29;1012,19;0
01/12/2021;9,3;5,5;3,8;3,3;0,2;-4,1;88;69;51;9,7;1,3;0;1015,58;1004,74;0,51
02/12/2021;7,9;4,7;2,4;4,4;2,5;1,1;95;86;74;6,4;0,3;0;1004,74;996,95;0
03/12/2021;9;4,8;2,2;4,4;0,6;-3,7;96;76;42;4,8;0,2;0;1015,92;1001,69;0,25
04/12/2021;5,4;3,4;0,7;0,6;-2;-4,6;92;69;56;8;0,2;0;1015,58;1005,08;0
05/12/2021;7,3;2,8;0,1;1,8;0,3;-1;94;85;67;8;0,3;0;1005,76;1001,36;0
06/12/2021;7,4;3,9;0,9;2,2;-0,8;-7,4;94;74;39;11,3;0,9;0;1012,87;1005,76;0
07/12/2021;9,4;4,6;2,6;0,4;-4,1;-8,3;80;55;40;9,7;0,4;0;1014,56;1011,51;0
08/12/2021;3,5;0,7;-0,3;0;-0,8;-2,7;98;90;64;9,7;1;0;1012,53;1000,68;4,06
09/12/2021;1,9;0,4;-0,4;1,8;0,1;-0,7;99;98;98;6,4;0,4;0;1007,45;999,66;4,57
10/12/2021;1,9;0,5;-0,7;0,9;-0,4;-2,3;99;94;75;6,4;1;0;1007,11;1001,36;2,03
11/12/2021;10,2;3,8;-0,5;3;-1,4;-6,1;89;71;40;8;0,7;0;1017,95;1003,73;8,89
12/12/2021;9,8;5,8;2,2;-0,6;-3,2;-4,8;65;53;42;6,4;0,4;0;1025,4;1017,61;0
13/12/2021;11,7;7,1;4,4;2,2;-0,4;-3,8;82;60;48;4,8;0,1;0;1026,75;1023,71;0
14/12/2021;10,9;7;4,3;4,8;2,5;-0,1;87;73;63;4,8;0,2;0;1027,43;1024,72;0
15/12/2021;9,6;5,9;3,2;3,4;1,8;-0,4;89;76;60;6,4;0,3;0;1031,49;1026,41;0
16/12/2021;9,6;5,6;3;4,1;2,5;1,1;91;81;65;11,3;0,6;0;1035,22;1028,45;0
17/12/2021;10,7;5,1;0,2;5,1;2,5;-0,7;96;84;63;9,7;1;0;1035,22;1028,11;0
18/12/2021;9,3;4,9;1,3;3,8;1,7;-0,1;96;80;62;16,1;1,2;0;1034,88;1029,12;0
19/12/2021;9,7;5,6;1,3;3,1;1,1;-0,6;94;74;56;9,7;1;0;1031,49;1018,29;0
20/12/2021;12,2;5,9;2;2,8;0,2;-5,5;95;68;29;16,1;1,7;0;1022,69;1013,88;0
21/12/2021;6,6;5,4;4,3;3,2;2;1,2;89;80;70;3,2;0,1;0;1024,38;1022,35;0
22/12/2021;6,2;3,4;-0,3;2,3;1,2;-0,9;97;86;74;6,4;0,4;0;1027,09;1023,03;0
23/12/2021;5,9;1,8;-1,6;2,6;0,2;-2,3;97;89;76;9,7;1,4;0;1026,75;1019,64;0,25
24/12/2021;5,6;3,3;1,7;2,4;1,1;0,3;95;86;71;8;0,8;0;1019,3;1011,18;0
25/12/2021;5,1;3,7;2,8;3,2;2,2;1,2;96;90;81;6,4;0,5;0;1011,51;1007,45;0,25
26/12/2021;8,1;4,5;1,8;5,4;3,4;1,2;97;93;82;11,3;1,3;0;1010,16;1007,11;0
27/12/2021;5,7;4,9;3,9;5,3;4,4;3,4;98;97;93;6,4;0,6;0;1010,5;1008,13;2,29
28/12/2021;8;5,5;3,6;6,6;4,9;3,3;98;97;88;6,4;0,7;0;1010,16;1007,11;0,25
29/12/2021;9,5;4,9;1,1;6,9;3,8;0,7;98;93;82;8;1,5;0;1015,24;1007,79;0,25
30/12/2021;11;6,8;0,4;6,5;4,1;0,1;99;84;70;6,4;0,6;0;1025,06;1014,9;0
31/12/2021;13,6;8,7;4,8;7,9;5,2;3,3;92;79;65;6,4;0,4;0;1026,08;1024,04;0
01/01/2022;14,7;8,7;4,9;7,2;4,2;1,2;88;74;53;9,7;0,6;0;1027,09;1023,37;0
02/01/2022;11,1;8,5;5,8;8,1;6;3,1;94;85;75;14,5;1,8;0;1027,09;1022,35;0
03/01/2022;9,4;6;3,2;6,3;4,3;2,2;98;89;80;11,3;1,3;0;1022,69;1017,61;0
04/01/2022;6,6;5,4;4,1;6,2;4,9;3,6;98;97;93;6,4;0,7;0;1017,61;1007,45;3,3
05/01/2022;6,8;5,5;4,7;6,3;3,6;-8,2;99;90;35;12,9;1,6;0;1007,45;999,66;10,92
06/01/2022;6,4;4,1;2,2;3,1;0,5;-8,5;96;80;34;11,3;1;0;1021,33;1004,4;0
07/01/2022;5,3;2,7;-0,5;-1,2;-2,2;-3,3;86;71;57;6,4;0,5;0;1022,35;1017,61;0
08/01/2022;5,6;1,4;-0,9;0,1;-1,6;-3;92;81;67;8;1;0;1017,61;1010,5;0
09/01/2022;5,4;1,4;-0,7;0,7;-1,1;-2,3;96;84;71;8;1,2;0;1010,5;1004,06;0
10/01/2022;7,4;3,8;-0,5;-0,7;-3,9;-8,3;93;59;35;11,3;1,9;0;1018,96;1007,45;0
11/01/2022;9,2;5,4;2,3;-2,8;-5,7;-8,4;63;46;35;11,3;1,5;0;1027,77;1018,96;0
12/01/2022;7,4;3,6;0,2;-0,7;-2,8;-4,6;80;64;50;6,4;1;0;1034,54;1027,77;0
13/01/2022;8,3;3,7;0,2;-3;-4;-5,8;68;58;42;4,8;0,4;0;1037,93;1036,23;0
14/01/2022;12,8;7,3;1,8;0,9;-3,1;-7,4;62;49;32;6,4;0,7;0;1037,25;1026,41;0
15/01/2022;11,9;8,7;6,1;0,5;-1,7;-4,7;66;49;39;14,5;1,1;0;1026,41;1023,71;0
16/01/2022;10,7;7,7;3,9;2,6;0;-8,2;72;60;26;14,5;1,7;0;1025,74;1022,01;0
17/01/2022;15,5;12,2;6,4;-1,8;-6,1;-8,9;55;28;20;30,6;6,9;0;1027,77;1022,69;0
18/01/2022;11,4;7,4;4;3,3;0,6;-3,7;79;63;41;16,1;1,6;0;1034,88;1024,72;0
19/01/2022;7,9;4,8;1,7;3,2;1,5;-0,6;91;79;71;9,7;1,1;0;1034,88;1023,37;0
20/01/2022;8,6;4,6;2;3,1;0,3;-8,6;95;78;30;25,7;3,1;0;1023,71;1017,95;0
21/01/2022;7,2;1,3;-2,7;3,5;-1;-8,6;98;86;32;9,7;1,4;0;1028,11;1019,3;0
22/01/2022;6;0,5;-3,5;1,6;-1,6;-4,6;95;86;72;17,7;1,7;0;1028,45;1024,72;0
23/01/2022;7,3;3,1;0,7;1,7;-0,1;-2,3;95;80;65;6,4;0,7;0;1032,17;1029,12;0
24/01/2022;6,2;2,5;-1,2;2;0,5;-2,2;96;87;70;8;1,4;0;1035,9;1030,48;0
25/01/2022;6,1;2,6;-0,3;2,7;0,8;-1,1;95;89;75;11,3;2,2;0;1036,23;1030,48;0
26/01/2022;4,7;1,1;-0,6;3,5;0,3;-1,1;98;95;87;9,7;1,9;0;1030,48;1026,75;0
27/01/2022;7,6;1,4;-1,4;6,4;0,7;-1,7;98;95;81;9,7;1,5;0;1028,78;1025,4;0,25
28/01/2022;13,7;8,8;2;3,2;-6,7;-16,5;92;43;13;29;7,2;0;1029,12;1023,37;0
29/01/2022;10,7;7,1;4,2;-3;-6,1;-10,4;52;39;29;6,4;1,5;0;1030,48;1024,38;0
30/01/2022;16,2;9,6;4,1;3,9;-2,2;-15,6;83;47;10;22,5;5,6;0;1024,38;1016,26;0
31/01/2022;12,7;6,6;2,6;5,3;-1,1;-8,8;84;63;26;32,2;6,7;0;1018,63;1004,06;0
01/02/2022;12,6;9,2;5,9;-0,6;-6,4;-10;51;34;21;40,2;12,6;0;1014,22;1011,18;0
02/02/2022;15,4;12,8;9,1;2,2;0;-1,7;54;42;34;40,2;9,3;0;1016,93;1010,84;0
03/02/2022;14,6;9;5,3;4,4;1,3;-1,9;87;60;33;16,1;1,8;0;1022,69;1016,59;0
04/02/2022;11;7;4,3;6,1;4,3;2,8;96;84;69;6,4;0,2;0;1020,66;1015,92;0
05/02/2022;8,6;5,3;3,1;5,8;4,2;2,7;98;93;80;6,4;0,4;0;1024,38;1016,59;0
06/02/2022;8,7;5,9;2,4;4,7;3,5;1,8;97;85;69;6,4;0,5;0;1024,38;1013,21;0,25
07/02/2022;10,9;9;6,3;3,2;-11,7;-16,6;75;25;15;43,5;10,8;0;1026,08;1006,43;0
08/02/2022;12,7;7,6;3,6;-5,9;-10,4;-16,8;38;27;15;17,7;0,8;0;1031,49;1026,08;0
09/02/2022;13,4;9,4;6,9;6,3;3,1;-6,1;86;66;37;11,3;1,3;0;1031,49;1028,78;0
10/02/2022;11,9;8,8;6,3;7;5,6;4,3;91;81;66;6,4;0,5;0;1029,12;1024,38;0
11/02/2022;13,9;9,4;6;6,3;-0,8;-16,2;84;57;15;37;3,3;0;1027,77;1021,33;0
12/02/2022;9,8;6;3,1;1,9;-4,2;-12,7;81;50;24;11,3;1,1;0;1033,53;1027,77;0
13/02/2022;8,2;4,5;1;-1,7;-3,1;-4,9;69;58;48;8;0,4;0;1030,48;1022,69;0
14/02/2022;4,4;2,7;0,3;0,1;-1,4;-3;96;75;64;6,4;0,1;0;1022,69;1015,92;3,56
15/02/2022;3,6;1,8;0,1;2,8;1,3;-0,6;97;96;95;9,7;0,6;0;1017,27;1011,51;17,78
16/02/2022;10,3;5,1;0,8;4,4;2,4;0,2;97;84;61;6,4;0,9;0;1018,96;1014,56;0,25
17/02/2022;14,9;9,2;2,8;7,6;3,1;-1,3;88;67;38;17,7;2,3;0;1014,22;1010,16;0
18/02/2022;9,9;6,9;3,3;7;4,9;2,4;96;87;75;9,7;1,4;0;1017,95;1013,55;0,51
19/02/2022;13;9;6,4;9,3;7,5;5,9;98;91;71;9,7;1,1;0;1018,29;1013,55;0,51
20/02/2022;14,7;9,5;5;8,5;5,9;2;98;80;51;9,7;1,1;0;1019,64;1015,92;0
21/02/2022;14,2;10;7,6;6,5;0,3;-9,6;88;58;19;32,2;5,4;0;1015,92;1005,08;0
22/02/2022;15,7;10,9;6,4;-0,6;-3,6;-8,2;55;38;19;33,8;8,1;0;1020,66;1011,85;0
23/02/2022;14,7;10,1;6,1;0,4;-1,7;-4,1;61;45;35;8;0,7;0;1026,75;1020,66;0
24/02/2022;13,1;9,5;6;3,1;1,3;-0,4;68;57;44;8;0,4;0;1026,41;1018,29;0
25/02/2022;14,7;8,9;4,2;3,1;-3,8;-14,4;78;46;16;43,5;7,9;0;1023,03;1016,26;0
26/02/2022;13;7;1,2;1,3;-5,1;-16,9;93;50;11;27,4;4,7;0;1027,09;1022,69;0
27/02/2022;10,4;5,6;2,6;-1,7;-4,7;-7,7;69;49;29;9,7;1,3;0;1029,8;1025,74;0
28/02/2022;11,6;6,2;-0,2;-0,6;-4,5;-6,3;73;48;30;16,1;2,1;0;1029,8;1022,01;0
01/03/2022;8,9;4,8;2,1;-0,6;-5,1;-7,6;73;50;35;17,7;2,8;0;1032,85;1026,41;0
02/03/2022;10,6;6;0,8;0,1;-3,9;-5,6;69;50;34;8;0,6;0;1028,45;1019,64;0
03/03/2022;12,4;7,9;4,3;3,2;0,7;-2,5;81;61;46;9,7;0,8;0;1020,32;1012,19;0
04/03/2022;10;7,1;5,1;2,8;0,7;-3,1;81;64;55;14,5;1,7;0;1016,59;1012,87;0
05/03/2022;7,7;4,3;2,1;-2,3;-3;-3,8;70;60;48;12,9;2;0;1018,63;1015,24;0
06/03/2022;7,8;3,8;1,1;-3,1;-4,7;-6;68;55;40;8;1,1;0;1019,3;1015,58;0
07/03/2022;9;4;-0,6;-2;-3,6;-5,7;70;58;43;11,3;1;0;1019,98;1016,26;0
08/03/2022;6;3,3;1,5;-1,7;-4,2;-6,1;71;59;47;19,3;2,8;0;1024,38;1020,32;0
09/03/2022;11,8;5,5;-0,9;-0,9;-3,4;-6,2;79;55;29;9,7;1;0;1025,74;1022,01;0
10/03/2022;13,4;8;2,8;0,7;-1,2;-4,3;65;53;39;9,7;0,9;0;1026,08;1022,69;0
11/03/2022;8,3;6,3;4,3;2,1;0,3;-3,3;76;66;57;19,3;3,4;0;1028,45;1024,72;0
12/03/2022;8,2;5,3;3,4;-0,2;-1,3;-3,8;72;63;52;14,5;2;0;1029,46;1026,75;0
13/03/2022;9,4;5,2;0,7;-1,8;-3,7;-5,7;63;53;37;9,7;0,9;0;1029,12;1025,74;0
14/03/2022;11,5;7,7;4,2;2,5;0,8;-2,2;78;63;49;8;0,8;0;1035,9;1029,12;0
15/03/2022;11,7;8,8;6;5,2;3,4;1,9;78;69;59;6,4;0,5;0;1035,9;1029,46;0
16/03/2022;15,2;10,7;7,1;7,8;6,2;4,6;86;75;58;16,1;1,7;0;1029,46;1022,01;0
17/03/2022;11,9;9,8;8,6;7,1;6,2;5,4;86;79;71;8;0,8;0;1029,8;1025,4;0
18/03/2022;13,1;9,9;7,6;6,3;3,1;0,7;84;64;50;9,7;1,2;0;1036,23;1029,46;0
19/03/2022;11,9;8,3;4,6;1,8;-0,8;-3,9;66;53;44;12,9;2,3;0;1036,23;1030,48;0
20/03/2022;12,7;8,2;3,8;-1,4;-3,2;-5,4;56;45;35;17,7;2,4;0;1037,25;1033,86;0
21/03/2022;12,4;8,2;4,5;-1,8;-3,5;-6,3;55;44;34;9,7;1,2;0;1037,93;1033,86;0
22/03/2022;13,7;9,1;4,6;-2,3;-3,8;-5,8;58;41;28;14,5;1,5;0;1036,91;1033,19;0
23/03/2022;18,6;12,6;6,5;0,9;-4,3;-11,9;48;32;18;9,7;1,4;0;1033,53;1028,11;0
24/03/2022;19,9;14,3;7,7;-1,6;-4,4;-6,8;36;28;19;11,3;1,3;0;1028,45;1024,38;0
25/03/2022;19,4;14,6;9,4;-1,9;-4,3;-6,3;37;27;18;12,9;2;0;1025,74;1022,69;0
26/03/2022;19,4;15,2;9,9;0,6;-2,6;-6,8;37;30;23;9,7;1,7;0;1027,43;1025,06;0
27/03/2022;19,9;15,7;11,5;3,3;-1;-4,8;40;33;19;17,7;1,4;0;1028,45;1026,08;0
28/03/2022;20,6;15,4;10,8;0,7;-2,4;-4,2;39;30;20;11,3;1,5;0;1028,11;1019,3;0
29/03/2022;16,5;12;7,3;6,8;2,3;-4,1;76;53;31;9,7;1,5;0;1019,3;1009,48;0
30/03/2022;12,2;9,7;7,4;8,7;7;3,6;97;85;60;8;1,2;0;1009,82;1000;4,06
31/03/2022;13,6;10;7,7;8,8;7,6;6,9;97;86;67;8;0,7;0;1000,34;990,52;4,32
01/04/2022;11,7;8;3,6;7,6;6,1;2,2;96;88;72;38,6;4,1;0;994,58;989,16;12,7
02/04/2022;8,2;5,6;3,2;3,3;1,1;-0,8;87;74;54;27,4;4,3;0;1007,79;994,58;0,51
03/04/2022;9,3;6;2,8;2,9;1,3;-0,4;84;72;54;17,7;1,8;0;1017,95;1008,13;0
04/04/2022;11,7;7,2;4,6;3,2;1,9;0,5;88;70;48;9,7;1,3;0;1019,64;1015,24;0
05/04/2022;16,4;10,4;4;4,3;2,4;0,5;79;59;41;14,5;1,9;0;1015,92;1010,16;0
06/04/2022;15,2;11,3;6,9;6,6;5;3,2;79;66;54;11,3;1,7;0;1012,53;1006,1;0
07/04/2022;18,8;12,6;6,4;7,4;4,9;1,4;81;61;37;14,5;2;0;1006,43;1000,68;0
08/04/2022;20,1;14,7;8,9;10,1;8,3;6,3;86;67;50;11,3;1,9;0;1003,73;998,31;0
09/04/2022;16,2;12,3;4,9;9,1;-0,6;-11,4;90;49;19;48,3;12,5;0;1014,9;996,28;0
10/04/2022;16,4;9,1;1,7;3,1;-1,3;-5,8;92;56;22;22,5;2,3;0;1019,98;1014,9;0
11/04/2022;17,3;11,9;6,2;0,1;-1,7;-3,5;52;40;28;14,5;1,2;0;1022,01;1018,96;0
12/04/2022;18,1;12,9;8,1;2,5;0,3;-2,6;52;42;33;11,3;1,6;0;1021;1017,95;0
13/04/2022;18,4;13,9;9;7,5;5,2;1,8;73;56;48;9,7;1,7;0;1019,98;1018,29;0
